last_name, first_name,pitch_hand,active_spin_fourseam,active_spin_sinker,active_spin_cutter,active_spin_changeup,active_spin_fastball,active_spin_slider,active_spin_curve
Lorenzen, Michael,R,86,92.3,30.7,85.5,,56.7,
Happ, J.A.,L,85.9,78.7,,90.2,,20.8,40.4
Alzolay, Adbert,R,85.8,92.8,32.6,89.3,,36,34.7
Loáisiga, Jonathan,R,85.8,93.2,,96.5,,44.4,55.6
Flexen, Chris,R,85.8,,37.8,87.7,,,72.5
Kuhl, Chad,R,85.7,94.6,,85.6,,21.8,70.1
Patiño, Luis,R,85.7,78.9,,93.3,,46.3,50.7
Workman, Brandon,R,85.6,,27.6,,,,82.2
Skubal, Tarik,L,85.6,97,,81.2,,19.3,79.5
King, Michael,R,85.6,92,,90.6,,31.6,77.2
Pagán, Emilio,R,85.5,,19.2,,,,
Crochet, Garrett,L,85.5,,,91.5,,62.3,
Brubaker, JT,R,85.5,91.1,,88.5,,13.3,53.3
Chafin, Andrew,L,85.5,94,,,,18.9,
McGowin, Kyle,R,85.4,89.2,,,,43.7,
Garrett, Braxton,L,85.3,86.8,,97.5,,37.5,72.6
Chapman, Aroldis,L,85.3,97.1,,,,62.2,
Sanmartin, Reiver,L,85.3,88,,85.2,,23.8,
Floro, Dylan,R,85.3,94.6,,87.9,,30.3,
Payamps, Joel,R,85.2,91.8,,83.7,,44.9,
Matzek, Tyler,L,85.1,,,,,48.6,78.4
Neris, Héctor,R,85.1,94.7,,,,24.6,
Foley, Jason,R,85.1,93.2,,,,22.7,
Montas, Frankie,R,85.1,96.4,35,,,32.8,
Machado, Andres,R,85.1,94.2,,73.1,,30.3,
Minaya, Juan,R,85.1,,,73.9,,21.7,
Soria, Joakim,R,85,,,70.8,,77.4,100
LeBlanc, Wade,L,85,92.9,46.8,86.5,,,68.2
Gilbert, Tyler,L,84.9,95.2,46.5,,,,72.6
Cisnero, José,R,84.9,95.6,,95.5,,30.6,
Kershaw, Clayton,L,84.8,,,,,39,79.9
Barnes, Jacob,R,84.8,,40.5,81.7,,,
Reid-Foley, Sean,R,84.8,,,73.1,,34.6,
Smith, Burch,R,84.7,,,88.2,,,85.2
Jackson, Jay,R,84.7,,,,,34.6,
Cahill, Trevor,R,84.7,91.4,24.2,78.3,,,68.8
Misiewicz, Anthony,L,84.6,,31.8,,,,64.2
Curtiss, John,R,84.6,,,,,21.9,
Rogers, Trevor,L,84.6,,,84.6,,18.2,
Reyes, Alex,R,84.5,92.9,,85.3,,41.7,100
Farrell, Luke,R,84.5,,,,,23,82.7
Houser, Adrian,R,84.4,90.5,,86.5,,33.3,81.1
Petit, Yusmeiro,R,84.4,,75.2,89,,,50.3
De Jong, Chase,R,84.4,,,83.2,,21.2,72
Kimbrel, Craig,R,84.4,,,,,,59.1
Kaprielian, James,R,84.3,98.2,,62.4,,18.9,48.3
Frankoff, Seth,R,84.3,,,89.6,,32.6,87
Enns, Dietrich,L,84.2,,21.9,,,,
Kelly, Joe,R,84.2,95.8,,93.8,,,62.7
Warren, Art,R,84.2,,,,,32.4,
Underwood Jr., Duane,R,84.1,90.1,,90.2,,,70.9
Velasquez, Vince,R,84.1,86.4,,80.7,,35.3,64
Alvarado, José,L,84.1,99.3,22.8,,,,46
Garrett, Amir,L,84.1,,,,,12.7,
Rodriguez, Jefry,R,84,90.3,,,,,34.1
Boyd, Matthew,L,84,93,,84.3,,25.4,95.2
Hernandez, Elieser,R,83.9,,,90.8,,66,
Graveman, Kendall,R,83.9,94.9,,78.3,,28.9,59.4
Winkler, Dan,R,83.9,84.9,53.2,,,,48.3
Minter, A.J.,L,83.8,,29.6,92,,,
Brentz, Jake,L,83.7,,,97,,26.7,
Andriese, Matt,R,83.7,86.9,17.2,22.4,,,73.8
Effross, Scott,R,83.6,91.3,,85.2,,55.8,
Strasburg, Stephen,R,83.6,92.4,,87.9,,,80.1
Alcantara, Sandy,R,83.6,91.3,,84.4,,17.5,31.8
Cody, Kyle,R,83.5,94.8,,87.2,,44.7,
Sale, Chris,L,83.4,92.7,,92.2,,59.9,
Hearn, Taylor,L,83.4,89.6,,69.4,,35.8,
Ponce, Cody,R,83.3,,37,85.9,,23.7,68.5
Hess, David,R,83.3,,,,,36.4,
Ramirez, Yohan,R,83.3,,,,,69.6,
Newsome, Ljay,R,83.3,,,71.1,,,36.4
Wittgren, Nick,R,83.2,,32.8,68.2,,40.3,
Jones, Nate,R,83.1,87.7,,,,12,
Castillo, Diego,R,83.1,96.7,,,,22.2,
Boxberger, Brad,R,83.1,,,78.5,,41.2,
Smith, Drew,R,83.1,90.2,36,95,,,81
Woodruff, Brandon,R,83,91.6,,82.7,,27.7,66.3
Pomeranz, Drew,L,83,,,,,,73.7
Buehler, Walker,R,83,89.5,45.5,84.6,,64.5,86.1
Alexander, Tyler,L,83,94.4,39.9,86.3,,27.2,
Martin, Corbin,R,82.9,,,74.8,,32.7,56.3
Gil, Luis,R,82.8,,,92.4,,40.6,
Watson, Tony,L,82.8,95.8,,96.4,,18.7,
Kinley, Tyler,R,82.7,,,89.3,,25.9,
Mantiply, Joe,L,82.7,95.1,,93.8,,,43.9
Berríos, José,R,82.7,97,,82.9,,,74.5
Trivino, Lou,R,82.6,97.6,45.6,88.5,,,74.2
Montgomery, Jordan,L,82.5,94.2,35.7,85.8,,,27.8
Manning, Matt,R,82.5,92.1,,90,,32.2,72.1
Beasley, Jeremy,R,82.5,,,69.5,,51.6,
Rodríguez, Joely,L,82.3,97.3,,80.4,,21.2,
Sewald, Paul,R,82.2,,,,,66.2,
Díaz, Yennsy,R,82.1,,,90.6,,19.8,
Fairbanks, Pete,R,82.1,,,,,34.3,
Head, Louis,R,82.1,,,,,59.4,
Allen, Logan,L,82.1,,,89.3,,60.7,78.5
Gallen, Zac,R,82,,51.7,77.2,,39.4,73.5
Holloway, Jordan,R,82,88.1,,,,27.6,75.5
Valdez, César,R,82,89,,62.9,,45.4,
Treinen, Blake,R,82,94.4,35.3,,,63.1,
Davidson, Tucker,L,81.9,,,,,21.8,61.7
Law, Derek,R,81.9,,,,,25.8,60.6
Marshall, Evan,R,81.9,88.2,,92.2,,,65.9
Davis, Austin,L,81.9,,,89.5,,40.1,
Webb, Tyler,L,81.9,96,,86.7,,,47.9
Fulmer, Carson,R,81.8,,25.1,89.5,,,46.8
Lynch, Daniel,L,81.8,93.9,,90.2,,8.6,29.5
Knebel, Corey,R,81.8,,,,,,93.1
Voth, Austin,R,81.8,,33.6,,,,81.2
Murphy, Patrick,R,81.8,91,,,,,79.3
Oswalt, Corey,R,81.8,,,67.6,,34.9,
Rasmussen, Drew,R,81.8,,,93.6,,30.1,65.8
Hanhold, Eric,R,81.7,,,66.5,,43.5,
Morgan, Adam,L,81.7,88.8,,79.1,,33.5,50.1
Bumgarner, Madison,L,81.7,89.9,36.3,83.8,,,52.2
Peralta, Freddy,R,81.7,90.6,,85.9,,67.9,52.9
Brach, Brad,R,81.7,93.8,,82.1,,30.8,
Brault, Steven,L,81.7,88.7,,79.2,,30.9,62.4
Lambert, Peter,R,81.6,,,74,,,95.2
Castillo, Luis,R,81.6,94.2,,87.3,,14.2,
Swarzak, Anthony,R,81.5,,,,,24.3,
García, Edgar,R,81.5,89.1,,73.9,,33.4,
Holland, Greg,R,81.3,,,,,28.2,52.1
Brasier, Ryan,R,81.3,,,,,37.9,
Thompson, Ryan,R,81.2,96.1,28.5,,,76.8,
Wick, Rowan,R,81.2,,52.8,,,60.4,93.9
López, Yoan,R,81.2,,,,,34.1,
Suarez, José,L,81.1,89,,57.6,,,58.5
Sandlin, Nick,R,81.1,84.7,,,,59.1,
Ramírez, Erasmo,R,81.1,79.8,49.9,77.1,,,
Romo, Sergio,R,81.1,90.8,,97.8,,65.4,
Eflin, Zach,R,81.1,92.1,,83.5,,40.9,60.3
Wheeler, Zack,R,81.1,94.7,,94.5,,28.3,73.1
Okert, Steven,L,81,92.3,,,,51.1,
Taillon, Jameson,R,80.9,92.6,39,91,,34.8,76.6
Menez, Conner,L,80.9,,,,,29.7,
Funkhouser, Kyle,R,80.9,88.2,,79.5,,21.1,
Claudio, Alex,L,80.8,91.6,,90,,34,
Soto, Gregory,L,80.8,92.8,,,,21.8,
Corbin, Patrick,L,80.7,91.1,,83.4,,20,28.4
Maeda, Kenta,R,80.7,86.2,,,,34.2,79.3
Romero, JoJo,L,80.7,90.4,,90.3,,30.9,
Bukauskas, J.B.,R,80.7,,,90.6,,17.6,
Naughton, Packy,L,80.6,92.3,,86.9,,24,
Yang, Hyeon-Jong,L,80.6,,,84.1,,27.8,75.8
Watkins, Spenser,R,80.6,,40.1,82.3,,,45.3
Davis, Wade,R,80.6,74.3,33.9,,,,68.4
Ober, Bailey,R,80.5,,,90.9,,44.8,79.8
Familia, Jeurys,R,80.3,82.2,,,,16.4,
Germán, Domingo,R,80.3,88.3,,87.9,,,26.1
Perdomo, Angel,L,80.2,,,86.2,,49.2,
Guenther, Sean,L,80,,,100,,55.2,
Hendrix, Ryan,R,80,,,,,20.1,
Hendricks, Kyle,R,80,83.9,,79.9,,,85.2
Ureña, José,R,79.9,85.9,,89,,28.7,
Dugger, Robert,R,79.8,91.6,,,,25.4,60.9
Blackburn, Paul,R,79.7,80.8,32.1,75.4,,,80.5
Campbell, Paul,R,79.7,,,86.7,,42.2,70.6
Young, Alex,L,79.7,72.4,38.3,78.8,,,16.9
Martin, Chris,R,79.7,93.5,26.5,,,63.4,
Newcomb, Sean,L,79.6,,25.4,,,,91.5
Wantz, Andrew,R,79.6,,33.3,72.9,,33.7,
Sanchez, Aaron,R,79.6,91.8,,82.4,,,85
Lindblom, Josh,R,79.6,,42.9,87,,77.6,95
Quintana, José,L,79.6,94.8,,82.1,,,60.5
Urías, Julio,L,79.5,83.1,,82.6,,,70.8
Bubic, Kris,L,79.5,,,77.6,,,83.4
Norris, Daniel,L,79.4,,,78.6,,26.3,
Poteet, Cody,R,79.3,,,77.5,,33.6,70.8
Castro, Kervin,R,79.3,,,,,,78.3
Chargois, JT,R,79.3,97,,,,14.1,
Yajure, Miguel,R,79.2,,36.7,71.8,,64.8,87.7
Sandoval, Patrick,L,79.2,91.2,,87.5,,35.2,70.6
Civale, Aaron,R,79.2,83.7,35.5,,,42.3,84.6
Garza Jr., Ralph,R,79.2,81.4,53.1,92.9,,77.8,
Rogers, Tyler,R,79.1,59.5,,,,76.8,
Phillips, Evan,R,79,,,33.9,,71.8,
Diplán, Marcos,R,79,,,60.4,,,52.6
Megill, Trevor,R,79,,,,,32,60.6
Stephan, Trevor,R,79,,,,,48.7,
Price, David,L,78.9,90.8,38.2,84.4,,,54.6
Nelson, Kyle,L,78.9,,40.6,,,51.1,
Otto, Glenn,R,78.7,,,93.6,,71,64.5
Thornton, Trent,R,78.7,,41.4,82.1,,36.8,76.8
Helsley, Ryan,R,78.7,,28.3,80.1,,,61.9
Bickford, Phil,R,78.6,,,,,31.5,
Lamet, Dinelson,R,78.4,92.6,,,,23,
Barraclough, Kyle,R,78.4,,,,,81.1,
Kelly, Merrill,R,78.4,85.6,58,83.4,,,68
Gibson, Kyle,R,78.4,81.9,34.1,81.3,,30.1,56
Mills, Alec,R,78.3,86.7,,80.5,,77.8,79.7
Morimando, Shawn,L,78.3,,39.7,,,,71.6
Duffey, Tyler,R,78.2,84.9,,,,,60.1
Barría, Jaime,R,78.1,93.3,,94.8,,30.3,
Gsellman, Robert,R,78,96.8,,91.3,,29.2,
Montero, Rafael,R,77.9,86,,81.9,,36.9,
Widener, Taylor,R,77.9,,,93.3,,27.2,
Keller, Mitch,R,77.9,,,89.9,,18.6,84.2
White, Mitch,R,77.9,,,,,40.8,76.1
Coleman, Dylan,R,77.7,,,,,43.4,
Puk, A.J.,L,77.6,91.2,,,,22.4,
Gustave, Jandel,R,77.6,88.5,,,,43.8,
Jewell, Jake,R,77.3,87.5,,77.8,,21.1,
Glasnow, Tyler,R,77.2,,,80,,29.2,84
Wilson, Bryse,R,77.2,90.4,,81.3,,29.2,80.9
Garza, Justin,R,77.2,85.7,32.4,90.5,,32.5,
Adam, Jason,R,77.2,,,86.1,,39.6,77.1
Miley, Wade,L,77.2,88.9,33.7,82,,57.2,69.9
Burr, Ryan,R,77.1,,28.2,,,66.4,
Speier, Gabe,L,77.1,94.4,,,,25.1,
Zimmermann, Bruce,L,77,,,92.9,,11.2,36.6
Pérez, Cionel,L,76.9,,,93.1,,67.8,
Fulmer, Michael,R,76.9,90.5,,72.7,,36.6,80.5
Knehr, Reiss,R,76.9,,25.1,88,,32.3,
Hutchison, Drew,R,76.9,80.5,,87.1,,29,
Parker, Blake,R,76.6,,47.2,,,,57.7
Leone, Dominic,R,76.6,,28.3,,,35.5,
Hentges, Sam,L,76.6,73.2,,,,22.6,81
Sherfy, Jimmie,R,76.5,,,,,48.6,
Carrasco, Carlos,R,76.4,84.4,,53.3,,26,56.5
Cessa, Luis,R,76.4,89,,77.3,,27.6,
Peters, Dillon,L,76.4,86.2,,81.8,,,76.4
Quijada, José,L,76.4,,,93,,54.7,
Bassitt, Chris,R,76.2,94.3,41.4,95.5,,70.5,92.1
Hale, David,R,76.2,93.8,,79.1,,,26.9
Crowe, Wil,R,76.1,82.4,,58.4,,32.3,71.4
Miller, Justin,R,75.9,88.2,,,,43.9,
Moran, Jovani,L,75.9,,,79.4,,,
Tice, Ty,R,75.9,,,,,34.5,66.9
Nelson, Jimmy,R,75.8,,,,,61.7,83.4
Thompson, Keegan,R,75.7,,32.4,92.2,,,73.8
Pineda, Michael,R,75.6,,,94,,12.7,
Muller, Kyle,L,75.6,,,,,15.1,61.2
Rodriguez, Eduardo,L,75.5,85.6,37.7,89.3,,31.3,
Martin, Brett,L,75.5,91.7,,,,27.8,33
Saucedo, Tayler,L,75.3,73.5,,95.6,,20.7,65.6
Llovera, Mauricio,R,75.2,,,,,78.5,
Wright Jr., Mike,R,75.1,86.1,,89.3,,24.3,
Chacín, Jhoulys,R,75,82.6,,56.8,,33.1,61.9
Waddell, Brandon,L,74.8,,,,,25.7,
Manoah, Alek,R,74.7,82.2,,74.3,,73.7,
Lakins Sr., Travis,R,74.7,,42.1,82.6,,,78.9
Kay, Anthony,L,74.7,,21,74,,41.6,65.7
Taylor, Josh,L,74.6,83.4,,,,31.3,40.9
Vincent, Nick,R,74.6,,40.9,,,,
Tyler, Kyle,R,74.2,,,,,16.5,
Slegers, Aaron,R,74,81.7,,75.1,,17.8,
Ohtani, Shohei,R,73.9,,24.5,,,74.4,87.4
Ortega, Oliver,R,73.7,,,,,,46.4
Pressly, Ryan,R,73.7,,,,,25.9,86.5
Sánchez, Miguel,R,73.5,,,63.5,,28.8,
Gilbreath, Lucas,L,73.3,,,,,43.7,
Junk, Janson,R,73.1,,,,,71,84.2
Ross, Joe,R,73,86.7,,86.1,,21.3,
Armstrong, Shawn,R,73,,37.7,,,54.4,
Greinke, Zack,R,73,79,,73.3,,39.1,75
Lynn, Lance,R,72.9,69.8,24.8,79.7,,,44.4
Flaherty, Jack,R,72.7,70.7,,69.2,,38.6,85.1
Martínez, Carlos,R,72.7,86.1,42.8,80.5,,58.8,
López, Pablo,R,72.1,88.2,41.1,89.9,,,65.7
Cleavinger, Garrett,L,72.1,,,,,54.8,
Burdi, Zack,R,72.1,,,92.8,,29,
Raley, Brooks,L,71.9,82.1,33.3,84.7,,72.7,73.4
Coulombe, Danny,L,71.8,78,,,,26.9,92.2
Givens, Mychal,R,71.8,,,51.4,,31.8,
Singer, Brady,R,71.7,89.7,,94.3,,21.7,
Selman, Sam,L,71.7,,,,,54,
Kim, Kwang Hyun,L,71.6,,,86.6,,30.9,60.4
Stratton, Chris,R,71.5,,,69.3,,38.9,79.7
Taylor, Blake,L,71.2,,,,,38.7,
Miller, Andrew,L,71,87.1,,,,60.7,
Bielak, Brandon,R,70.9,80.8,36,92.9,,47.7,85.8
Zimmer, Kyle,R,70.8,,,82.1,,15.1,78
Scott, Tanner,L,70.6,82,,,,30.4,
Biddle, Jesse,L,70.4,,,,,63.2,89.1
Ashby, Aaron,L,70.4,80,,75.3,,52.8,84
Barlow, Scott,R,70.3,,,,,38.8,84.3
Kluber, Corey,R,70.3,84.5,34.4,77.3,,,75.6
Lester, Jon,L,70.2,67,45,63.7,,,57.1
Melancon, Mark,R,70.2,,46.5,,,,74.9
Suárez, Ranger,L,70,93.1,,92.7,,29.6,
Burnes, Corbin,R,70,77.7,51.5,82.8,,37.5,65.1
Crick, Kyle,R,69.9,,,,,89.3,
Woodford, Jake,R,69.9,79.7,,86.4,,57.6,96.6
Chatwood, Tyler,R,69.8,84.6,25,67.5,,,77.4
Keuchel, Dallas,L,69.8,77.6,34.2,81.3,,34,
Wright, Kyle,R,69.7,75.6,,,,23.6,69.5
Crismatt, Nabil,R,69.6,85,,78.2,,,95.9
Almonte, Yency,R,69.6,80.7,,84.9,,43,
Freeland, Kyle,L,69.4,70.1,,78.8,,23.7,61.3
Ottavino, Adam,R,69.2,79.4,32.8,,,81.9,81.7
Santana, Ervin,R,68.8,,,78.2,,24.2,
Steele, Justin,L,68.7,75.3,,78.5,,60.1,72.7
Márquez, Germán,R,68.7,83.3,,77.7,,14.6,31.6
Gray, Sonny,R,68.6,77.1,35.5,79,,85.2,92.8
Lovelady, Richard,L,68.6,76.1,,,,35.8,
Junis, Jakob,R,68.2,85.7,35.9,68.4,,58.8,
O'Day, Darren,R,67.8,,,,,36.6,
Ramirez, Noé,R,67.8,,,70.7,,,59.3
Edwards Jr., Carl,R,67.7,,,,,,69.9
Medina, Adonis,R,67.7,86.7,,89.5,,25.7,
Nance, Tommy,R,67.6,83.6,,,,35.7,77.9
Bard, Daniel,R,67.6,79.7,,89.2,,46,
Shaw, Bryan,R,67.6,,36,56.4,,67.5,83.7
Camarena, Daniel,L,67.4,92.8,,,,20.8,
Cishek, Steve,R,67,86.6,,,,78.6,
Rodríguez, Manuel,R,67,80.2,,,,33.5,
Paredes, Enoli,R,66.8,,,,,53.3,
Thompson, Zach,R,66.7,64.3,26.6,76.4,,,57.6
Wainwright, Adam,R,66.2,82.9,39.9,82.1,,,100
Toussaint, Touki,R,66.2,79,,,,,82.1
Feltner, Ryan,R,66.1,,,,,44.2,
Guduan, Reymin,L,65.6,,,,,27.9,
Wendelken, J.B.,R,65.5,88.7,,88.8,,41.7,
Webb, Logan,R,65.2,82.1,29.7,64.8,,51,
Mikolas, Miles,R,64.9,83.3,,82.3,,23.9,88.1
Schmidt, Clarke,R,64.8,71.5,,,,36.4,85.5
Strickland, Hunter,R,64.6,78.2,,87.7,,45.9,
Rosso, Ramón,R,64,,,,,35.7,
Minor, Mike,L,63.7,,,94.4,,26.3,71.4
Madero, Luís,R,63.7,,,88.1,,65.4,
Keller, Brad,R,63.6,68.9,,76.7,,38,
Garcia, Yimi,R,63.5,84.9,,92.4,,29.5,51.5
Hernandez, Darwinzon,L,63.5,,,,,33.5,78.3
Castellanos, Humberto,R,62.8,85.2,,89.9,,40,57.1
Senzatela, Antonio,R,62.6,80.4,,55.8,,29.5,53.7
Fry, Paul,L,62.4,,,,,62.4,
Pruitt, Austin,R,62.2,,,,,24,61.2
Oviedo, Johan,R,61.6,,,86.1,,29.9,61.8
Williams, Taylor,R,61.3,80.3,,,,10.6,
Castano, Daniel,L,60.4,65.7,,62.4,,28.1,
Fried, Max,L,60.1,74.9,,77,,41.7,84.9
Williams, Trevor,R,59.9,72.2,,75.9,,32.5,51.6
Cimber, Adam,R,59.5,80.1,,,,32.7,
Maton, Phil,R,58.6,,32.1,,,75,92.5
Stroman, Marcus,R,58.5,51.6,24.8,,,51.9,69.6
Anderson, Shaun,R,58.5,,,,,32.2,
Musgrove, Joe,R,58.5,57,33.6,50.1,,63,81.8
Eshelman, Thomas,R,58,75.5,,87.3,,41,54.3
Ryan, Kyle,L,57.7,62.5,35.4,,,,35.2
Castro, Anthony,R,57,,,,,57.7,
Adams, Austin,R,57,,,,,45.9,
González, Chi Chi,R,56.5,67.5,24.1,75,,21.1,31.5
Mejía, J.C.,R,55.8,75.9,,73.5,,44.8,83.7
Kittredge, Andrew,R,55.5,88.6,,,,36.1,
Suter, Brent,L,55.4,73.5,,86.5,,,38
Turnbull, Spencer,R,54.2,88.6,45.1,96.9,,36.1,81
Valdez, Framber,L,51,68.6,,77.7,,,92.9
Harper, Ryne,R,50.5,,,,,51.2,76.8
Houck, Tanner,R,49.2,78.1,,,,60.3,
Fedde, Erick,R,47.1,72,33.7,84.6,,,69.2
Maples, Dillon,R,46.9,61.6,,,,65.5,89.7
Hartlieb, Geoff,R,40.5,60.1,,,,61.8,
Richards, Garrett,R,37.1,,,89.9,,22,98.5